"8.1","68"
"8.2","55"
"8.3","38"
"8.4","30"
"8.5","22"
"8.6","13"
"8.8","7"
"9","5"
"8","5"
"8.7","4"
"9.3","1"
"9.2","1"
"8.9","1"
